Country,TIME,Value
Canada,1946-04,1.098901
Canada,1946-05,1.098901
Canada,1946-06,2.173913
Canada,1946-07,3.26087
Canada,1946-08,4.347826
Canada,1946-09,4.347826
Canada,1946-10,5.434783
Canada,1946-11,5.434783
Canada,1946-12,5.434783
Canada,1947-01,5.434783
Canada,1947-02,5.434783
Canada,1947-03,6.521739
Canada,1947-04,7.608696
Canada,1947-05,9.782609
Canada,1947-06,8.510638
Canada,1947-07,8.421053
Canada,1947-08,7.291667
Canada,1947-09,10.41667
Canada,1947-10,11.34021
Canada,1947-11,12.37113
Canada,1947-12,14.43299
Canada,1948-01,15.46392
Canada,1948-02,17.52577
Canada,1948-03,16.32653
Canada,1948-04,16.16162
Canada,1948-05,14.85149
Canada,1948-06,15.68627
Canada,1948-07,14.56311
Canada,1948-08,15.53398
Canada,1948-09,14.15094
Canada,1948-10,12.03704
Canada,1948-11,11.00917
Canada,1948-12,9.009009
Canada,1949-01,8.035714
Canada,1949-02,6.140351
Canada,1949-03,6.140351
Canada,1949-04,5.217391
Canada,1949-05,4.310345
Canada,1949-06,2.542373
Canada,1949-07,2.542373
Canada,1949-08,2.521008
Canada,1949-09,0.8264463
Canada,1949-10,1.652893
Canada,1949-11,1.652893
Canada,1949-12,0.8264463
Canada,1950-01,0
Canada,1950-02,0.8264463
Canada,1950-03,1.652893
Canada,1950-04,1.652893
Canada,1950-05,1.652893
Canada,1950-06,1.652893
Canada,1950-07,2.479339
Canada,1950-08,2.459016
Canada,1950-09,4.098361
Canada,1950-10,4.878049
Canada,1950-11,4.878049
Canada,1950-12,5.737705
Canada,1951-01,7.438016
Canada,1951-02,9.016394
Canada,1951-03,8.943089
Canada,1951-04,10.56911
Canada,1951-05,10.56911
Canada,1951-06,13.00813
Canada,1951-07,12.09677
Canada,1951-08,12
Canada,1951-09,11.02362
Canada,1951-10,10.07752
Canada,1951-11,10.85271
Canada,1951-12,10.85271
Canada,1952-01,10.76923
Canada,1952-02,7.518797
Canada,1952-03,5.970149
Canada,1952-04,4.411765
Canada,1952-05,3.676471
Canada,1952-06,1.438849
Canada,1952-07,1.438849
Canada,1952-08,0.7142857
Canada,1952-09,0
Canada,1952-10,-0.7042254
Canada,1952-11,-1.398601
Canada,1952-12,-1.398601
Canada,1953-01,-2.083333
Canada,1953-02,-2.097902
Canada,1953-03,-2.112676
Canada,1953-04,-2.112676
Canada,1953-05,-1.41844
Canada,1953-06,-1.41844
Canada,1953-07,-1.41844
Canada,1953-08,0
Canada,1953-09,0
Canada,1953-10,0.7092199
Canada,1953-11,0
Canada,1953-12,0
Canada,1954-01,0
Canada,1954-02,0.7142857
Canada,1954-03,0.7194245
Canada,1954-04,0.7194245
Canada,1954-05,0.7194245
Canada,1954-06,1.438849
Canada,1954-07,1.438849
Canada,1954-08,0.7092199
Canada,1954-09,0.7092199
Canada,1954-10,0
Canada,1954-11,0.7092199
Canada,1954-12,0
Canada,1955-01,0
Canada,1955-02,0
Canada,1955-03,0.7142857
Canada,1955-04,0.7142857
Canada,1955-05,0.7142857
Canada,1955-06,0
Canada,1955-07,0
Canada,1955-08,-0.7042254
Canada,1955-09,0
Canada,1955-10,0
Canada,1955-11,0
Canada,1955-12,0.7092199
Canada,1956-01,0.7092199
Canada,1956-02,0
Canada,1956-03,0
Canada,1956-04,0
Canada,1956-05,0
Canada,1956-06,1.41844
Canada,1956-07,2.12766
Canada,1956-08,2.836879
Canada,1956-09,1.408451
Canada,1956-10,2.112676
Canada,1956-11,2.816901
Canada,1956-12,2.816901
Canada,1957-01,2.816901
Canada,1957-02,3.546099
Canada,1957-03,3.546099
Canada,1957-04,4.255319
Canada,1957-05,4.255319
Canada,1957-06,3.496504
Canada,1957-07,2.777778
Canada,1957-08,2.758621
Canada,1957-09,4.166667
Canada,1957-10,3.448276
Canada,1957-11,2.739726
Canada,1957-12,2.054795
Canada,1958-01,2.739726
Canada,1958-02,2.739726
Canada,1958-03,3.424658
Canada,1958-04,2.721088
Canada,1958-05,2.721088
Canada,1958-06,2.027027
Canada,1958-07,2.027027
Canada,1958-08,1.342282
Canada,1958-09,2
Canada,1958-10,2
Canada,1958-11,2
Canada,1958-12,2.684564
Canada,1959-01,2
Canada,1959-02,2
Canada,1959-03,0.6622517
Canada,1959-04,0.6622517
Canada,1959-05,1.324503
Canada,1959-06,0
Canada,1959-07,1.324503
Canada,1959-08,1.324503
Canada,1959-09,1.30719
Canada,1959-10,1.30719
Canada,1959-11,1.30719
Canada,1959-12,1.30719
Canada,1960-01,1.30719
Canada,1960-02,1.30719
Canada,1960-03,1.315789
Canada,1960-04,1.973684
Canada,1960-05,1.30719
Canada,1960-06,2.649007
Canada,1960-07,1.30719
Canada,1960-08,1.30719
Canada,1960-09,0
Canada,1960-10,1.290323
Canada,1960-11,1.290323
Canada,1960-12,1.290323
Canada,1961-01,1.290323
Canada,1961-02,1.290323
Canada,1961-03,1.948052
Canada,1961-04,1.290323
Canada,1961-05,1.290323
Canada,1961-06,1.290323
Canada,1961-07,1.290323
Canada,1961-08,1.290323
Canada,1961-09,1.290323
Canada,1961-10,0
Canada,1961-11,0
Canada,1961-12,0
Canada,1962-01,0
Canada,1962-02,0
Canada,1962-03,0
Canada,1962-04,0.6369427
Canada,1962-05,0.6369427
Canada,1962-06,1.273885
Canada,1962-07,1.273885
Canada,1962-08,1.910828
Canada,1962-09,1.273885
Canada,1962-10,1.910828
Canada,1962-11,1.910828
Canada,1962-12,1.910828
Canada,1963-01,1.910828
Canada,1963-02,1.910828
Canada,1963-03,1.910828
Canada,1963-04,1.265823
Canada,1963-05,1.265823
Canada,1963-06,0.6289308
Canada,1963-07,1.886792
Canada,1963-08,1.875
Canada,1963-09,1.886792
Canada,1963-10,1.25
Canada,1963-11,1.875
Canada,1963-12,1.875
Canada,1964-01,1.875
Canada,1964-02,1.875
Canada,1964-03,1.875
Canada,1964-04,2.5
Canada,1964-05,2.5
Canada,1964-06,2.5
Canada,1964-07,1.851852
Canada,1964-08,1.226994
Canada,1964-09,1.851852
Canada,1964-10,1.851852
Canada,1964-11,1.226994
Canada,1964-12,1.840491
Canada,1965-01,1.840491
Canada,1965-02,1.840491
Canada,1965-03,1.840491
Canada,1965-04,1.829268
Canada,1965-05,1.829268
Canada,1965-06,3.04878
Canada,1965-07,2.424242
Canada,1965-08,2.424242
Canada,1965-09,2.424242
Canada,1965-10,2.424242
Canada,1965-11,3.030303
Canada,1965-12,3.012048
Canada,1966-01,3.012048
Canada,1966-02,3.614458
Canada,1966-03,4.216867
Canada,1966-04,4.191617
Canada,1966-05,4.191617
Canada,1966-06,3.550296
Canada,1966-07,3.550296
Canada,1966-08,4.142012
Canada,1966-09,4.142012
Canada,1966-10,4.142012
Canada,1966-11,3.529412
Canada,1966-12,3.508772
Canada,1967-01,3.508772
Canada,1967-02,2.906977
Canada,1967-03,2.890173
Canada,1967-04,2.873563
Canada,1967-05,3.448276
Canada,1967-06,3.428571
Canada,1967-07,4
Canada,1967-08,3.977273
Canada,1967-09,3.977273
Canada,1967-10,3.977273
Canada,1967-11,3.977273
Canada,1967-12,3.954802
Canada,1968-01,4.519774
Canada,1968-02,4.519774
Canada,1968-03,4.494382
Canada,1968-04,3.910614
Canada,1968-05,3.333333
Canada,1968-06,3.314917
Canada,1968-07,3.846154
Canada,1968-08,3.825137
Canada,1968-09,3.825137
Canada,1968-10,3.825137
Canada,1968-11,4.918033
Canada,1968-12,4.347826
Canada,1969-01,3.783784
Canada,1969-02,3.783784
Canada,1969-03,3.763441
Canada,1969-04,5.376344
Canada,1969-05,5.376344
Canada,1969-06,5.347594
Canada,1969-07,4.761905
Canada,1969-08,4.736842
Canada,1969-09,4.736842
Canada,1969-10,4.736842
Canada,1969-11,3.645833
Canada,1969-12,4.6875
Canada,1970-01,5.208333
Canada,1970-02,5.208333
Canada,1970-03,4.663212
Canada,1970-04,3.571429
Canada,1970-05,3.571429
Canada,1970-06,3.045685
Canada,1970-07,3.535353
Canada,1970-08,3.015075
Canada,1970-09,2.512563
Canada,1970-10,2.512563
Canada,1970-11,2.512563
Canada,1970-12,0.9950249
Canada,1971-01,0.990099
Canada,1971-02,1.485149
Canada,1971-03,1.485149
Canada,1971-04,1.970443
Canada,1971-05,1.970443
Canada,1971-06,2.463054
Canada,1971-07,2.439024
Canada,1971-08,3.414634
Canada,1971-09,3.431373
Canada,1971-10,3.921569
Canada,1971-11,3.921569
Canada,1971-12,4.926108
Canada,1972-01,4.901961
Canada,1972-02,4.878049
Canada,1972-03,5.365854
Canada,1972-04,4.830918
Canada,1972-05,4.830918
Canada,1972-06,4.326923
Canada,1972-07,4.761905
Canada,1972-08,4.716981
Canada,1972-09,5.687204
Canada,1972-10,5.188679
Canada,1972-11,5.188679
Canada,1972-12,5.164319
Canada,1973-01,5.607477
Canada,1973-02,6.046512
Canada,1973-03,5.555555
Canada,1973-04,6.451613
Canada,1973-05,6.912442
Canada,1973-06,7.834101
Canada,1973-07,7.727273
Canada,1973-08,8.108109
Canada,1973-09,8.071749
Canada,1973-10,8.52018
Canada,1973-11,9.417041
Canada,1973-12,9.375
Canada,1974-01,9.292035
Canada,1974-02,9.210526
Canada,1974-03,10.52632
Canada,1974-04,9.95671
Canada,1974-05,11.63793
Canada,1974-06,11.53846
Canada,1974-07,10.97046
Canada,1974-08,10.83333
Canada,1974-09,11.20332
Canada,1974-10,11.98347
Canada,1974-11,11.88525
Canada,1974-12,12.65306
Canada,1975-01,11.74089
Canada,1975-02,12.04819
Canada,1975-03,11.11111
Canada,1975-04,11.02362
Canada,1975-05,10.03861
Canada,1975-06,10.34483
Canada,1975-07,11.02662
Canada,1975-08,10.90226
Canada,1975-09,10.44776
Canada,1975-10,9.963099
Canada,1975-11,10.25641
Canada,1975-12,9.42029
Canada,1976-01,9.782609
Canada,1976-02,9.318996
Canada,1976-03,9.285714
Canada,1976-04,8.865249
Canada,1976-05,8.421053
Canada,1976-06,7.986111
Canada,1976-07,7.191781
Canada,1976-08,6.101695
Canada,1976-09,6.418919
Canada,1976-10,6.375839
Canada,1976-11,5.64784
Canada,1976-12,5.629139
Canada,1977-01,6.270627
Canada,1977-02,6.229508
Canada,1977-03,7.189542
Canada,1977-04,7.491857
Canada,1977-05,8.090615
Canada,1977-06,7.717042
Canada,1977-07,8.306709
Canada,1977-08,8.306709
Canada,1977-09,8.571428
Canada,1977-10,8.832808
Canada,1977-11,9.119497
Canada,1977-12,9.404388
Canada,1978-01,9.006211
Canada,1978-02,9.259259
Canada,1978-03,8.841463
Canada,1978-04,8.484848
Canada,1978-05,8.682634
Canada,1978-06,9.253732
Canada,1978-07,9.439528
Canada,1978-08,9.734513
Canada,1978-09,8.479532
Canada,1978-10,8.985507
Canada,1978-11,8.933718
Canada,1978-12,8.595988
Canada,1979-01,8.547009
Canada,1979-02,9.039548
Canada,1979-03,9.243697
Canada,1979-04,9.776536
Canada,1979-05,9.366391
Canada,1979-06,9.016394
Canada,1979-07,8.355795
Canada,1979-08,8.333333
Canada,1979-09,9.703504
Canada,1979-10,9.042553
Canada,1979-11,9.523809
Canada,1979-12,9.762533
Canada,1980-01,9.711287
Canada,1980-02,9.585492
Canada,1980-03,9.230769
Canada,1980-04,9.160305
Canada,1980-05,9.3199
Canada,1980-06,10.02506
Canada,1980-07,9.950249
Canada,1980-08,10.91811
Canada,1980-09,10.56511
Canada,1980-10,10.73171
Canada,1980-11,11.11111
Canada,1980-12,11.05769
Canada,1981-01,12.20096
Canada,1981-02,12.05674
Canada,1981-03,12.67606
Canada,1981-04,12.58741
Canada,1981-05,12.21198
Canada,1981-06,12.75626
Canada,1981-07,12.89593
Canada,1981-08,12.52796
Canada,1981-09,12.66667
Canada,1981-10,12.77533
Canada,1981-11,12.17391
Canada,1981-12,12.12121
Canada,1982-01,11.30064
Canada,1982-02,11.39241
Canada,1982-03,11.45833
Canada,1982-04,11.38716
Canada,1982-05,11.90965
Canada,1982-06,11.31313
Canada,1982-07,11.02204
Canada,1982-08,10.53678
Canada,1982-09,10.25641
Canada,1982-10,9.960938
Canada,1982-11,9.689922
Canada,1982-12,9.266409
Canada,1983-01,8.237548
Canada,1983-02,7.575758
Canada,1983-03,7.28972
Canada,1983-04,6.69145
Canada,1983-05,5.504587
Canada,1983-06,5.444646
Canada,1983-07,5.415163
Canada,1983-08,5.57554
Canada,1983-09,5.008945
Canada,1983-10,4.973357
Canada,1983-11,4.416961
Canada,1983-12,4.593639
Canada,1984-01,5.486726
Canada,1984-02,5.457747
Canada,1984-03,4.529617
Canada,1984-04,4.878049
Canada,1984-05,4.695652
Canada,1984-06,4.302926
Canada,1984-07,4.109589
Canada,1984-08,3.577513
Canada,1984-09,3.74787
Canada,1984-10,3.384095
Canada,1984-11,3.891709
Canada,1984-12,3.716216
Canada,1985-01,3.52349
Canada,1985-02,3.672788
Canada,1985-03,3.666667
Canada,1985-04,3.820598
Canada,1985-05,4.152824
Canada,1985-06,3.960396
Canada,1985-07,4.111842
Canada,1985-08,4.111842
Canada,1985-09,4.10509
Canada,1985-10,4.091653
Canada,1985-11,3.908795
Canada,1985-12,4.397394
Canada,1986-01,4.376013
Canada,1986-02,4.186796
Canada,1986-03,4.340836
Canada,1986-04,3.84
Canada,1986-05,4.14673
Canada,1986-06,3.809524
Canada,1986-07,4.107425
Canada,1986-08,4.265403
Canada,1986-09,4.100946
Canada,1986-10,4.402516
Canada,1986-11,4.545455
Canada,1986-12,4.212169
Canada,1987-01,4.037267
Canada,1987-02,4.018547
Canada,1987-03,4.006163
Canada,1987-04,4.622496
Canada,1987-05,4.594181
Canada,1987-06,4.740061
Canada,1987-07,4.552352
Canada,1987-08,4.545455
Canada,1987-09,4.545455
Canada,1987-10,4.216867
Canada,1987-11,4.197901
Canada,1987-12,4.191617
Canada,1988-01,4.029851
Canada,1988-02,4.011887
Canada,1988-03,4.296296
Canada,1988-04,3.976436
Canada,1988-05,3.953148
Canada,1988-06,3.941606
Canada,1988-07,3.918723
Canada,1988-08,3.913043
Canada,1988-09,4.057971
Canada,1988-10,4.33526
Canada,1988-11,4.028777
Canada,1988-12,3.87931
Canada,1989-01,4.304161
Canada,1989-02,4.571429
Canada,1989-03,4.545455
Canada,1989-04,4.532578
Canada,1989-05,5.070423
Canada,1989-06,5.196629
Canada,1989-07,5.307262
Canada,1989-08,5.29986
Canada,1989-09,5.292479
Canada,1989-10,5.124654
Canada,1989-11,5.255878
Canada,1989-12,5.255878
Canada,1990-01,5.502063
Canada,1990-02,5.464481
Canada,1990-03,5.298913
Canada,1990-04,5.01355
Canada,1990-05,4.423593
Canada,1990-06,4.405875
Canada,1990-07,4.111406
Canada,1990-08,4.10596
Canada,1990-09,4.232804
Canada,1990-10,4.743083
Canada,1990-11,5.124836
Canada,1990-12,4.99343
Canada,1991-01,6.910039
Canada,1991-02,6.217617
Canada,1991-03,6.193548
Canada,1991-04,6.193548
Canada,1991-05,6.161746
Canada,1991-06,6.265985
Canada,1991-07,5.987261
Canada,1991-08,5.979644
Canada,1991-09,5.456853
Canada,1991-10,4.402516
Canada,1991-11,4.125
Canada,1991-12,3.754693
Canada,1992-01,1.585366
Canada,1992-02,1.585366
Canada,1992-03,1.579587
Canada,1992-04,1.701094
Canada,1992-05,1.330109
Canada,1992-06,1.083032
Canada,1992-07,1.201923
Canada,1992-08,1.080432
Canada,1992-09,1.323706
Canada,1992-10,1.566265
Canada,1992-11,1.680672
Canada,1992-12,2.171291
Canada,1993-01,2.040816
Canada,1993-02,2.40096
Canada,1993-03,1.913876
Canada,1993-04,1.792115
Canada,1993-05,1.909308
Canada,1993-06,1.666667
Canada,1993-07,1.662708
Canada,1993-08,1.781473
Canada,1993-09,1.781473
Canada,1993-10,1.897983
Canada,1993-11,1.88902
Canada,1993-12,1.652893
Canada,1994-01,1.294118
Canada,1994-02,0.1172333
Canada,1994-03,0.2347418
Canada,1994-04,0.2347418
Canada,1994-05,-0.234192
Canada,1994-06,0
Canada,1994-07,0.1168224
Canada,1994-08,0.1166861
Canada,1994-09,0.2333722
Canada,1994-10,-0.2328289
Canada,1994-11,-0.1158749
Canada,1994-12,0.232288
Canada,1995-01,0.5807201
Canada,1995-02,1.873536
Canada,1995-03,2.107728
Canada,1995-04,2.459016
Canada,1995-05,2.934272
Canada,1995-06,2.693208
Canada,1995-07,2.567095
Canada,1995-08,2.214452
Canada,1995-09,2.211874
Canada,1995-10,2.333722
Canada,1995-11,2.088167
Canada,1995-12,1.738123
Canada,1996-01,1.616628
Canada,1996-02,1.264368
Canada,1996-03,1.490826
Canada,1996-04,1.371429
Canada,1996-05,1.482326
Canada,1996-06,1.482326
Canada,1996-07,1.251422
Canada,1996-08,1.482326
Canada,1996-09,1.480638
Canada,1996-10,1.824401
Canada,1996-11,1.931818
Canada,1996-12,2.164009
Canada,1997-01,2.159091
Canada,1997-02,2.270148
Canada,1997-03,1.920904
Canada,1997-04,1.691094
Canada,1997-05,1.460674
Canada,1997-06,1.685393
Canada,1997-07,1.685393
Canada,1997-08,1.797753
Canada,1997-09,1.683502
Canada,1997-10,1.455767
Canada,1997-11,0.8918617
Canada,1997-12,0.7803791
Canada,1998-01,1.112347
Canada,1998-02,0.9988901
Canada,1998-03,0.9977827
Canada,1998-04,0.8869179
Canada,1998-05,1.10742
Canada,1998-06,0.9944751
Canada,1998-07,0.9944751
Canada,1998-08,0.8830022
Canada,1998-09,0.6622517
Canada,1998-10,1.103753
Canada,1998-11,1.21547
Canada,1998-12,0.9955752
Canada,1999-01,0.660066
Canada,1999-02,0.6593407
Canada,1999-03,0.9879254
Canada,1999-04,1.648352
Canada,1999-05,1.533406
Canada,1999-06,1.641138
Canada,1999-07,1.859956
Canada,1999-08,2.078775
Canada,1999-09,2.631579
Canada,1999-10,2.292576
Canada,1999-11,2.183406
Canada,1999-12,2.628697
Canada,2000-01,2.185792
Canada,2000-02,2.729258
Canada,2000-03,3.043478
Canada,2000-04,2.162162
Canada,2000-05,2.373247
Canada,2000-06,2.798708
Canada,2000-07,2.900107
Canada,2000-08,2.572347
Canada,2000-09,2.67094
Canada,2000-10,2.774813
Canada,2000-11,3.205128
Canada,2000-12,3.201708
Canada,2001-01,2.994653
Canada,2001-02,2.869288
Canada,2001-03,2.42616
Canada,2001-04,3.492064
Canada,2001-05,3.898841
Canada,2001-06,3.350785
Canada,2001-07,2.713988
Canada,2001-08,2.821317
Canada,2001-09,2.601457
Canada,2001-10,1.869159
Canada,2001-11,0.621118
Canada,2001-12,0.7238883
Canada,2002-01,1.349948
Canada,2002-02,1.446281
Canada,2002-03,1.853759
Canada,2002-04,1.738241
Canada,2002-05,1.115619
Canada,2002-06,1.215806
Canada,2002-07,2.134146
Canada,2002-08,2.54065
Canada,2002-09,2.332657
Canada,2002-10,3.160041
Canada,2002-11,4.423868
Canada,2002-12,3.798768
Canada,2003-01,4.508197
Canada,2003-02,4.684318
Canada,2003-03,4.246714
Canada,2003-04,2.914573
Canada,2003-05,2.808425
Canada,2003-06,2.602603
Canada,2003-07,2.089552
Canada,2003-08,1.982161
Canada,2003-09,2.180377
Canada,2003-10,1.581028
Canada,2003-11,1.576355
Canada,2003-12,2.077151
Canada,2004-01,1.27451
Canada,2004-02,0.6809338
Canada,2004-03,0.7759457
Canada,2004-04,1.660156
Canada,2004-05,2.439024
Canada,2004-06,2.536585
Canada,2004-07,2.339181
Canada,2004-08,1.846453
Canada,2004-09,1.842871
Canada,2004-10,2.33463
Canada,2004-11,2.42483
Canada,2004-12,2.131783
Canada,2005-01,1.936108
Canada,2005-02,2.125604
Canada,2005-03,2.309913
Canada,2005-04,2.401537
Canada,2005-05,1.619048
Canada,2005-06,1.712655
Canada,2005-07,2
Canada,2005-08,2.576336
Canada,2005-09,3.238095
Canada,2005-10,2.56654
Canada,2005-11,1.988636
Canada,2005-12,2.087286
Canada,2006-01,2.754036
Canada,2006-02,2.17597
Canada,2006-03,2.163688
Canada,2006-04,2.439024
Canada,2006-05,2.811621
Canada,2006-06,2.43218
Canada,2006-07,2.334267
Canada,2006-08,2.139535
Canada,2006-09,0.7380074
Canada,2006-10,1.019462
Canada,2006-11,1.392758
Canada,2006-12,1.672862
Canada,2007-01,1.109057
Canada,2007-02,2.037037
Canada,2007-03,2.302026
Canada,2007-04,2.197802
Canada,2007-05,2.187785
Canada,2007-06,2.191781
Canada,2007-07,2.189781
Canada,2007-08,1.730419
Canada,2007-09,2.472528
Canada,2007-10,2.385321
Canada,2007-11,2.472528
Canada,2007-12,2.3766
Canada,2008-01,2.193784
Canada,2008-02,1.814882
Canada,2008-03,1.350135
Canada,2008-04,1.702509
Canada,2008-05,2.230152
Canada,2008-06,3.127793
Canada,2008-07,3.392857
Canada,2008-08,3.491495
Canada,2008-09,3.395889
Canada,2008-10,2.598566
Canada,2008-11,1.966041
Canada,2008-12,1.160714
Canada,2009-01,1.073345
Canada,2009-02,1.426025
Canada,2009-03,1.243339
Canada,2009-04,0.3524229
Canada,2009-05,0.08726004
Canada,2009-06,-0.2599653
Canada,2009-07,-0.9499136
Canada,2009-08,-0.7785467
Canada,2009-09,-0.8643042
Canada,2009-10,0.08733624
Canada,2009-11,0.9640666
Canada,2009-12,1.323919
Canada,2010-01,1.858407
Canada,2010-02,1.581722
Canada,2010-03,1.403509
Canada,2010-04,1.843723
Canada,2010-05,1.394943
Canada,2010-06,0.9556907
Canada,2010-07,1.830863
Canada,2010-08,1.743679
Canada,2010-09,1.918047
Canada,2010-10,2.443281
Canada,2010-11,1.996528
Canada,2010-12,2.351916
Canada,2011-01,2.345786
Canada,2011-02,2.16263
Canada,2011-03,3.287197
Canada,2011-04,3.275862
Canada,2011-05,3.697335
Canada,2011-06,3.098107
Canada,2011-07,2.739726
Canada,2011-08,3.084833
Canada,2011-09,3.165098
Canada,2011-10,2.896082
Canada,2011-11,2.893617
Canada,2011-12,2.297872
Canada,2012-01,2.4618
Canada,2012-02,2.624894
Canada,2012-03,1.926298
Canada,2012-04,2.003339
Canada,2012-05,1.243781
Canada,2012-06,1.502504
Canada,2012-07,1.25
Canada,2012-08,1.246883
Canada,2012-09,1.160862
Canada,2012-10,1.15894
Canada,2012-11,0.8271298
Canada,2012-12,0.8319467
Canada,2013-01,0.4971002
Canada,2013-02,1.237624
Canada,2013-03,0.9860312
Canada,2013-04,0.4091653
Canada,2013-05,0.7371007
Canada,2013-06,1.151316
Canada,2013-07,1.316872
Canada,2013-08,1.067323
Canada,2013-09,1.065574
Canada,2013-10,0.6546645
Canada,2013-11,0.902379
Canada,2013-12,1.237624
Canada,2014-01,1.483924
Canada,2014-02,1.140994
Canada,2014-03,1.545972
Canada,2014-04,2.03749
Canada,2014-05,2.276423
Canada,2014-06,2.357723
Canada,2014-07,2.112104
Canada,2014-08,2.112104
Canada,2014-09,2.027575
Canada,2014-10,2.357723
Canada,2014-11,1.95122
Canada,2014-12,1.466993
Canada,2015-01,0.9748172
Canada,2015-02,1.047542
Canada,2015-03,1.201923
Canada,2015-04,0.798722
Canada,2015-05,0.8744038
Canada,2015-06,1.032565
Canada,2015-07,1.272872
Canada,2015-08,1.272872
Canada,2015-09,1.033386
Canada,2015-10,1.032565
Canada,2015-11,1.355662
Canada,2015-12,1.606426
Canada,2016-01,2.011263
Canada,2016-02,1.355662
Canada,2016-03,1.266825
Canada,2016-04,1.664025
Canada,2016-05,1.497242
Canada,2016-06,1.493711
Canada,2016-07,1.256873
Canada,2016-08,1.099764
Canada,2016-09,1.33753
Canada,2016-10,1.493711
Canada,2016-11,1.180173
Canada,2016-12,1.501976
Canada,2017-01,2.129338
Canada,2017-02,2.045633
Canada,2017-03,1.563722
Canada,2017-04,1.636789
Canada,2017-05,1.319876
Canada,2017-06,1.006971
Canada,2017-07,1.163693
Canada,2017-08,1.398601
Canada,2017-09,1.552795
Canada,2017-10,1.394268
Canada,2017-11,2.099533
Canada,2017-12,1.869159
Canada,2018-01,1.698842
Canada,2018-02,2.158828
Canada,2018-03,2.309469
Canada,2018-04,2.223926
Canada,2018-05,2.222222
Canada,2018-06,2.453988
Canada,2018-07,2.990798
Canada,2018-08,2.835249
Canada,2018-09,2.217125
Canada,2018-10,2.444614
Canada,2018-11,1.675552
Canada,2018-12,1.987768
Canada,2019-01,1.442673
Canada,2019-02,1.509434
Canada,2019-03,1.881114
Canada,2019-04,2.025506
Canada,2019-05,2.398801
Canada,2019-06,2.020958
Canada,2019-07,2.010424
Canada,2019-08,1.937407
Canada,2019-09,1.869858
Canada,2019-10,1.86428
Canada,2019-11,2.172285
Canada,2019-12,2.248876
Canada,2020-01,2.39521
Canada,2020-02,2.156134
Canada,2020-03,0.886263
Canada,2020-04,-0.2205882
Canada,2020-05,-0.3660322
Canada,2020-06,0.6603081
Canada,2020-07,0.1459854
Canada,2020-08,0.1461988
Canada,2020-09,0.51395
Canada,2020-10,0.658858
Canada,2020-11,0.9530792
Canada,2020-12,0.7331378
Canada,2021-01,1.023392
Canada,2021-02,1.091703
Canada,2021-03,2.196193
Canada,2021-04,3.389831
Canada,2021-05,3.600294
Canada,2021-06,3.061224
Canada,2021-07,3.717201
Canada,2021-08,4.087591
Canada,2021-09,4.382761
Canada,2021-10,4.654545
Canada,2021-11,4.720407
Canada,2021-12,4.803493
Canada,2022-01,5.137482
Canada,2022-02,5.687545
Canada,2022-03,6.661891
Canada,2022-04,6.771204
Canada,2022-05,7.730496
Canada,2022-06,8.132957
Canada,2022-07,7.5896
Canada,2022-08,7.012623
Canada,2022-09,6.857943
Canada,2022-10,6.879777
Canada,2022-11,6.796116
Canada,2022-12,6.319445
Canada,2023-01,5.918789
Canada,2023-02,5.245232
Canada,2023-03,4.298187
Canada,2023-04,4.405875
Canada,2023-05,3.357472
Canada,2023-06,2.812296
Canada,2023-07,3.265839
Canada,2023-08,3.997379
Canada,2023-09,3.798297
Canada,2023-10,3.120936
Canada,2023-11,3.116883
Canada,2023-12,3.396473
France,1997-01,1.8
France,1997-02,1.7
France,1997-03,1.1
France,1997-04,1
France,1997-05,0.9
France,1997-06,1
France,1997-07,1.1
France,1997-08,1.6
France,1997-09,1.4
France,1997-10,1.1
France,1997-11,1.4
France,1997-12,1.2
France,1998-01,0.6
France,1998-02,0.7
France,1998-03,0.8
France,1998-04,1
France,1998-05,0.9
France,1998-06,1.1
France,1998-07,0.8
France,1998-08,0.7
France,1998-09,0.5
France,1998-10,0.5
France,1998-11,0.2
France,1998-12,0.3
France,1999-01,0.3
France,1999-02,0.3
France,1999-03,0.4
France,1999-04,0.5
France,1999-05,0.4
France,1999-06,0.3
France,1999-07,0.4
France,1999-08,0.5
France,1999-09,0.6
France,1999-10,0.8
France,1999-11,0.9
France,1999-12,1.3
France,2000-01,1.7
France,2000-02,1.4
France,2000-03,1.6
France,2000-04,1.3
France,2000-05,1.5
France,2000-06,1.8
France,2000-07,1.9
France,2000-08,2
France,2000-09,2.3
France,2000-10,2.1
France,2000-11,2.3
France,2000-12,1.8
France,2001-01,1.3
France,2001-02,1.5
France,2001-03,1.5
France,2001-04,2
France,2001-05,2.4
France,2001-06,2.2
France,2001-07,2.2
France,2001-08,2
France,2001-09,1.6
France,2001-10,1.8
France,2001-11,1.3
France,2001-12,1.5
France,2002-01,2.4
France,2002-02,2.2
France,2002-03,2.2
France,2002-04,2.1
France,2002-05,1.6
France,2002-06,1.4
France,2002-07,1.6
France,2002-08,1.8
France,2002-09,1.8
France,2002-10,1.9
France,2002-11,2.1
France,2002-12,2.2
France,2003-01,1.9
France,2003-02,2.6
France,2003-03,2.5
France,2003-04,2
France,2003-05,1.8
France,2003-06,2
France,2003-07,2
France,2003-08,2
France,2003-09,2.2
France,2003-10,2.3
France,2003-11,2.5
France,2003-12,2.4
France,2004-01,2.2
France,2004-02,1.9
France,2004-03,1.9
France,2004-04,2.4
